id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38971896,Casa do Patio,103545717,Joana,Mafra,Ericeira,38.96307,-9.41638,Entire home/apt,140,1,1,2019-10-20,0.75,2,359
38976021,Heavenly charming & chill room in Graça,23767164,Nicolas,Lisboa,So Vicente,38.71961,-9.13232,Private room,25,1,7,2019-11-09,3.56,1,3
38990676,ISLAND DANCER  -  3 Cabins+Ensuites  for 6 Guests.,77269937,Tom,Lisboa,Parque das Naes,38.75743,-9.09426,Private room,30,3,0,,,1,343
38991764,Wonderful apartment on the Castle hill B,121835416,Rui & Mónica,Lisboa,Santa Maria Maior,38.71537,-9.13314,Entire home/apt,45,2,9,2019-11-07,4.91,4,361
38992889,Nomads Lisbon Castello Flats - 2nd Floor,164595585,Nomad City Flats,Lisboa,Santa Maria Maior,38.71123,-9.13251,Entire home/apt,90,2,0,,,9,364
38994644,Lisbon  near to Anjos Metro station,125696081,Sohel,Lisboa,Arroios,38.72978,-9.1372,Private room,60,1,0,,,12,1
38995898,sweet loft in Graça/Alfama,298801435,Marie,Lisboa,So Vicente,38.7191,-9.12651,Entire home/apt,100,3,0,,,1,300
39000493,Cascais Avenida Loft- Pool & Parking,59502188,Filipa,Cascais,Cascais e Estoril,38.69925,-9.42678,Entire home/apt,110,1,0,,,1,271
39003990,Lisbon Apartment - Feels like home,298882414,Cláudia,Lisboa,Marvila,38.74346,-9.11733,Entire home/apt,45,2,0,,,1,172
39011096,Perfect Room Near AIRPOT-EXPO-9,153024326,Ruan&Chen,Loures,Moscavide e Portela,38.77954,-9.10391,Private room,35,1,0,,,3,364
39012030,3F Big Room,39854231,João,Lisboa,Arroios,38.72692,-9.13559,Private room,25,1,4,2019-10-25,2.26,16,271
39012293,3F Central Room,39854231,João,Lisboa,Arroios,38.72919,-9.13471,Private room,25,1,0,,,16,300
39012419,3F Red Room,39854231,João,Lisboa,Arroios,38.72851,-9.13546,Private room,25,1,2,2019-11-12,1.46,16,320
39012600,3F White Room,39854231,João,Lisboa,Arroios,38.72882,-9.13605,Private room,24,1,3,2019-11-10,2.31,16,341
39013633,Villa with Ocean and Serra de Sintra views,95074738,Agnes,Cascais,Cascais e Estoril,38.73488,-9.45485,Entire home/apt,320,5,0,,,1,13
39014922,Amazing modern flat with 2 terraces and balconies,1684350,Léonore,Lisboa,Arroios,38.73323,-9.13883,Entire home/apt,80,2,4,2019-11-11,4,2,345
39015894,BRAND NEW LUXURY APARTMENT IN PRAÇA DA FIGUEIRA,298973441,Carlos,Lisboa,Santa Maria Maior,38.71356,-9.13681,Entire home/apt,69,2,5,2019-11-18,2.73,1,276
39017565,CM Forever Room,39854231,João,Lisboa,Penha de Frana,38.73113,-9.12708,Private room,30,1,2,2019-11-01,1.28,16,331
39018254,The Countess,44000556,Catarina & Rui,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69405,-9.31325,Entire home/apt,69,2,0,,,3,269
39019404,Adamastor likes adventures too! Let's Go!,155080587,Ricardo,Lisboa,Penha de Frana,38.72509,-9.12963,Entire home/apt,59,1,0,,,1,90
